entrez,symbol,pubmed_id,type,primary_site,cancer_type,method,Cohort
7157,TP53,25240281,WES,peripheral_nervous_system,malignant_peripheral_nerve_sheath_tumour,Recurrence-based,
7157,TP53,28027327,WES,breast,breast_cancer,MutSig,BRCA
7157,TP53,25501392,WES,multiple,pan-cancer_adult,HOTNET2,pan-cancer_adult
7157,TP53,21822264,WES,hepatobiliary,hepatocellular_carcinoma,Recurrence-based,LIHC
7157,TP53,24997986,WES,hepatobiliary,gallbladder_carcinoma,MutSig,BLCA
7157,TP53,26503331,WES-gene panel,lung,lung_squamous_cell_carcinoma,MutSig,LUSC
7157,TP53,28098136,WGS-WES,head_and_neck,nasopharyngeal_carcinoma,MutSig,HNSC
7157,TP53,24686850,WES,esophagus,esophageal_squamous_carcinoma,MutSig,ESCA
7157,TP53,24952746,WES,head_and_neck,nasopharyngeal_carcinoma,MutSig,HNSC
7157,TP53,22327622,Gene panel,colorectal,colorectal_adenocarcinoma,Recurrence-based,COAD
7157,TP53,22327622,Gene panel,lung,non-small_cell_lung_cancer,Recurrence-based,LUAD
7157,TP53,22510280,WES,lung,non-small_cell_lung_cancer,Literature-based,LUAD
7157,TP53,22343534,WES,blood,diffuse_large_B-cell_lymphoma,MutSig,DLBC
7157,TP53,23143597,WES,blood,Burkitt&#39;s_lymphoma,Recurrence-based,DLBC
7157,TP53,29489755,WGS-WES-RNAseq,multiple,pan-cancer_paediatric,GRIN,pan-cancer_paediatric
7157,TP53,27063598,WES-gene panel,blood,acute_promyelocytic_leukemia,Recurrence-based,LAML
7157,TP53,28412734,WGS,hepatobiliary,hepatocellular_carcinoma,Recurrence-based,LIHC
7157,TP53,26608593,WES,blood,diffuse_large_B-cell_lymphoma,MuSiC,DLBC
7157,TP53,21796119,WES,blood,non-Hodgkin_lymphoma,Greenman-based,DLBC
7157,TP53,26258846,WES,hepatobiliary,biliary_tract_cancer,MutSig,CHOL
7157,TP53,22608084,WGS,breast,breast_cancer,Literature-based,BRCA
7157,TP53,27135926,WGS,breast,breast_cancer,Paper-specific,BRCA
7157,TP53,22561520,WES,hepatobiliary,cholangiocarcinoma,Recurrence-based,CHOL
7157,TP53,18772396,WES,brain,glioblastoma,Wood-based,GBM
7157,TP53,21163964,WES,brain,medulloblastoma,Wood-based,
7157,TP53,21804550,WES,blood,diffuse_large_B-cell_lymphoma,Paper-specific,DLBC
7157,TP53,26017449,WGS,ovary,ovarian_serous_carcinoma,MutSig,OV
7157,TP53,22941188,WES,lung,small_cell_lung_cancer,MuSiC,LUAD
7157,TP53,27161491,Gene panel,breast,breast_cancer,Recurrence-based,BRCA
7157,TP53,24974848,WES,thymus,thymic_carcinoma,Recurrence-based,THYM
7157,TP53,25743702,WGS-WES,adrenal_gland,adrenocortical_carcinoma,Recurrence-based,ACC
7157,TP53,26960396,Gene panel,breast,male_breast_cancer,MutSig,BRCA
7157,TP53,22820256,WES,brain,medulloblastoma,MutSig,
7157,TP53,27058444,WGS-WES,esophagus,esophageal_squamous_carcinoma,MutSig,ESCA
7157,TP53,22158541,WES,blood,chronic_lymphocytic_leukemia,Recurrence-based,DLBC
7157,TP53,29438696,WES,thymus,thymic_carcinoma,MutSig,THYM
7157,TP53,23143595,WGS-WES,blood,Burkitt&#39;s_lymphoma,Recurrence-based,DLBC
7157,TP53,28988769,WES,bladder,bladder_cancer,MutSig,BLCA
7157,TP53,22722829,WGS,brain,medulloblastoma,MuSiC,
7157,TP53,26000489,WES,prostate,prostate_cancer,MutSig,PRAD
7157,TP53,27313181,WES,stomach,mucinous_gastric_cancer,Recurrence-based,STAD
7157,TP53,22941189,WES,lung,small_cell_lung_cancer,Wood-based,LUAD
7157,TP53,26154128,WES-gene panel,pancreas,pancreatic_ductal_adenocarcinoma,Recurrence-based,PAAD
7157,TP53,25822088,WES,hepatobiliary,hepatocellular_carcinoma,MutSig,LIHC
7157,TP53,22286061,WES,brain,glioblastoma,Recurrence-based,GBM
7157,TP53,22895193,WES,colorectal,colorectal_adenocarcinoma,Wood-based,COAD
7157,TP53,26343386,WGS-WES-Gene panel,skin,desmoplastic_melanoma,Recurrence-based,SKCM
7157,TP53,27236916,WES-gene panel,thyroid,papillary_thyroid_cancer,Recurrence-based,THCA
7157,TP53,22722201,WES,breast,breast_cancer,Greenman-based,BRCA
7157,TP53,21798893,WES,head_and_neck,squamous_head_and_neck_cancer,MutSig,HNSC
7157,TP53,26437033,WES-gene panel,breast,breast_fibroepithelial_tumours,Recurrence-based,BRCA
7157,TP53,23770606,WES,bone,chondrosarcoma,Recurrence-based,SARC
7157,TP53,24705252,WGS-WES,brain,diffuse_intrinsic_pontine_glioma,Recurrence-based,GBMLGG
7157,TP53,26544944,WGS-WES,prostate,prostate_cancer,MutSig,PRAD
7157,TP53,26536169,WES,kidney,papillary_renal_cell_carcinoma,MutSig,KIRP
7157,TP53,29100075,WGS-WES,soft_tissue,soft_tissue_sarcoma,MuSiC,SARC
7157,TP53,28622513,WES,hepatobiliary,hepatocellular_carcinoma,MutSig,LIHC
7157,TP53,28810144,WES plus targeted deep resequencing,pancreas,pancreatic_ductal_adenocarcinoma,MutSig,PAAD
7157,TP53,28052061,WGS-WES,esophagus,esophageal_(squamous_and_adenocarcinoma),MutSig,ESCA
7157,TP53,25223734,WGS,bone,Ewing_sarcoma,MuSiC,SARC
7157,TP53,25362482,WES,hepatobiliary,hepatocellular_carcinoma,MutSig,LIHC
7157,TP53,28551381,WES-gene panel,colorectal,colorectal_adenocarcinoma,Recurrence-based,COAD
7157,TP53,23539594,Known Cancer,multiple,-,-,—
7157,TP53,25719666,WGS,pancreas,pancreatic_ductal_adenocarcinoma,MutSig,PAAD
7157,TP53,22150006,WGS-WES,blood,chronic_lymphocytic_leukemia,MutSig,DLBC
7157,TP53,22037554,WES,stomach,gastric_adenocarcinoma,Wood-based,STAD
7157,TP53,22156295,WES,pancreas,pancreatic_ductal_adenocarcinoma,Recurrence-based,PAAD
7157,TP53,24896186,WES,brain,intracranial_germ_cell,Recurrence-based,
7157,TP53,24816253,WGS,stomach,gastric_adenocarcinoma,Youn-based,STAD
7157,TP53,27270107,WES,brain,glioblastoma,MutComFocal,GBM
7157,TP53,24952744,WGS,esophagus,esophageal_adenocarcinoma,Recurrence-based,ESCA
7157,TP53,26939876,Gene panel,breast,triple_negative_breast_cancer,Recurrence-based,BRCA
7157,TP53,25855536,WES,pancreas,pancreatic_ductal_adenocarcinoma,MutSig,PAAD
7157,TP53,24705251,WGS-WES,brain,paediatric_high-grade_glioma,Recurrence-based,GBMLGG
7157,TP53,26625313,WES,bladder,bladder_cancer,MutSig,BLCA
7157,TP53,26806338,WES-gene panel,small_intestine,ampullary_adenocarcinoma,Recurrence-based,
7157,TP53,26099045,WGS,breast,breast_cancer,Recurrence-based,BRCA
7157,TP53,21909114,WES,blood,myelodysplasia,Recurrence-based,
7157,TP53,26998897,WES,small_intestine,duodenal_adenocarcinoma,MutSig,
7157,TP53,22484628,WES,stomach,gastric_adenocarcinoma,Recurrence-based,STAD
7157,TP53,23583981,WGS-WES,brain,paediatric_low_grade_glioma,MuSiC,LGG
7157,TP53,24880341,WES,brain,glioma,Recurrence-based,GBMLGG
7157,TP53,25301631,WES,lung,lung_adenocarcinoma,Literature-based,LUAD
7157,TP53,27791010,WES,uterus,uterine_carcinosarcoma,MutSig,UCS
7157,TP53,27505681,WES-gene panel,adrenal_gland,adrenocortical_carcinoma,MutSig,ACC
7157,TP53,27647909,WES plus targeted deep resequencing,head_and_neck,nasopharyngeal_carcinoma,MutSig,HNSC
7158,TP53BP1,24390350,WES,multiple,pan-cancer_adult,MutSig,pan-cancer_adult
7159,TP53BP2,26909576,WGS,pancreas,pancreatic_cancer_(all_histologies),HOTNET2,PAAD
7161,TP73,26168399,WGS,lung,small_cell_lung_cancer,Paper-specific,LUAD
7170,TPM3,14993899,Known Cancer,multiple,-,-,—
7171,TPM4,14993899,Known Cancer,multiple,-,-,—
7173,TPO,18772397,WES,pancreas,pancreatic_ductal_adenocarcinoma,Wood-based,PAAD
7175,TPR,14993899,Known Cancer,multiple,-,-,—
7175,TPR,26625313,WES,bladder,bladder_cancer,MutSig,BLCA
7186,TRAF2,26466571,WES,blood,chronic_lymphocytic_leukemia,MutSig,DLBC
7187,TRAF3,29625053,WES,multiple,pan-cancer_adult,PanSoftWare,pan-cancer_adult
7187,TRAF3,28256603,WES plus targeted deep resequencing,head_and_neck,nasopharyngeal_carcinoma,Literature-based,HNSC
7187,TRAF3,28531216,WGS,esophagus,esophageal_adenocarcinoma,Pathscan,ESCA
7187,TRAF3,26466571,WES,blood,chronic_lymphocytic_leukemia,MutSig,DLBC
7187,TRAF3,24390350,WES,multiple,pan-cancer_adult,MutSig,pan-cancer_adult
7187,TRAF3,28098136,WGS-WES,head_and_neck,nasopharyngeal_carcinoma,MutSig,HNSC
7187,TRAF3,21804550,WES,blood,diffuse_large_B-cell_lymphoma,Paper-specific,DLBC
7187,TRAF3,26258847,WES-gene panel,blood,cutaneous_T_cell_lymphoma,Recurrence-based,DLBC
7188,TRAF5,20668451,Gene panel,breast,breast_cancer,Wood-based,BRCA
7189,TRAF6,28531216,WGS,esophagus,esophageal_adenocarcinoma,Pathscan,ESCA
7204,TRIO,25790038,WGS-WES,kidney,papillary_renal_cell_carcinoma,MutSig,KIRP
7216,TRO,22158541,WES,blood,chronic_lymphocytic_leukemia,Recurrence-based,DLBC
7226,TRPM2,26934577,WES,head_and_neck,oral_squamous_cell_carcinoma,OncodriveFM,HNSC
7227,TRPS1,22895193,WES,colorectal,colorectal_adenocarcinoma,Wood-based,COAD
7248,TSC1,29625053,WES,multiple,pan-cancer_adult,PanSoftWare,pan-cancer_adult
7248,TSC1,24476821,WES,bladder,bladder_cancer,MutSig,BLCA
7248,TSC1,14993899,Known Cancer,multiple,-,-,—
7248,TSC1,27494029,WES,kidney,renal_angiomyolipoma,Recurrence-based,
7248,TSC1,22138691,WES,kidney,clear_cell_renal_cancer,Wood-based,KIRC
7248,TSC1,24121792,WES,bladder,bladder_cancer,Wood-based,BLCA
7248,TSC1,24390350,WES,multiple,pan-cancer_adult,MutSig,pan-cancer_adult
7248,TSC1,23619167,WES,head_and_neck,squamous_head_and_neck_cancer,Paper-specific,HNSC
7248,TSC1,28988769,WES,bladder,bladder_cancer,MutSig,BLCA
7248,TSC1,25362482,WES,hepatobiliary,hepatocellular_carcinoma,MutSig,LIHC
7248,TSC1,23539594,Known Cancer,multiple,-,-,—
7248,TSC1,26939876,Gene panel,breast,triple_negative_breast_cancer,Recurrence-based,BRCA
7249,TSC2,29625053,WES,multiple,pan-cancer_adult,PanSoftWare,pan-cancer_adult
7249,TSC2,14993899,Known Cancer,multiple,-,-,—
7249,TSC2,24487277,WES,kidney,clear_cell_renal_cancer,Literature-based,KIRC
7249,TSC2,27494029,WES,kidney,renal_angiomyolipoma,Recurrence-based,
7249,TSC2,21252315,WES,pancreas,pancreatic_neuroendocrine_tumours,Recurrence-based,PAAD
7249,TSC2,23619167,WES,head_and_neck,squamous_head_and_neck_cancer,Paper-specific,HNSC
7249,TSC2,25362482,WES,hepatobiliary,hepatocellular_carcinoma,MutSig,LIHC
7253,TSHR,14993899,Known Cancer,multiple,-,-,—
7253,TSHR,25576899,WES-gene panel,thyroid,anaplastic_thyroid_carcinoma,Recurrence-based,THCA
7253,TSHR,23539594,Known Cancer,multiple,-,-,—
7272,TTK,22037554,WES,stomach,gastric_adenocarcinoma,Wood-based,STAD
7273,TTN,22810696,WES,colorectal,colorectal_adenocarcinoma,MutSig,COAD
7273,TTN,26908133,WGS-WES,blood,chronic_myelomonocytic_leukemia,DrGap,LAML
7273,TTN,27058444,WGS-WES,esophagus,esophageal_squamous_carcinoma,MutSig,ESCA
7273,TTN,26121086,WES,brain,neuroblastoma,Recurrence-based,
7273,TTN,28452984,WES,blood,chronic_myeloid_leukemia,Recurrence-based,LAML
7273,TTN,28551381,WES-gene panel,colorectal,colorectal_adenocarcinoma,Recurrence-based,COAD
7273,TTN,22037554,WES,stomach,gastric_adenocarcinoma,Wood-based,STAD
7273,TTN,22817890,WGS,blood,acute_myeloid_leukemia,Recurrence-based,LAML
7273,TTN,22484628,WES,stomach,gastric_adenocarcinoma,Recurrence-based,STAD
7278,TUBA3C,22941188,WES,lung,small_cell_lung_cancer,MuSiC,LUAD
7306,TYRP1,26824661,WGS-WES,brain,pan-glioma,MutSig,GBMLGG
7307,U2AF1,26909576,WGS,pancreas,pancreatic_cancer_(all_histologies),HOTNET2,PAAD
7307,U2AF1,29625053,WES,multiple,pan-cancer_adult,PanSoftWare,pan-cancer_adult
7307,U2AF1,27158780,WES,lung,lung_cancer_(all_histologies),MutSig,LUAD
7307,U2AF1,23634996,WGS-WES,blood,acute_myeloid_leukemia,MuSiC,LAML
7307,U2AF1,25079552,WES,lung,lung_adenocarcinoma,MutSig,LUAD
7307,U2AF1,28292439,WES,uterus,uterine_carcinosarcoma,MutSig,UCS
7307,U2AF1,14993899,Known Cancer,multiple,-,-,—
7307,U2AF1,27348297,WES,uterus,endometrial_cancer,MutSig,UCEC
7307,U2AF1,22158538,WGS,blood,myelodysplasia,Recurrence-based,
7307,U2AF1,26886259,WES plus targeted deep resequencing,blood,acute_promyelocytic_leukemia,Paper-specific,LAML
7307,U2AF1,22980975,WES,lung,lung_adenocarcinoma,InVEx,LUAD
7307,U2AF1,27687306,WES,lung,lung_adenocarcinoma,InVEx,LUAD
7307,U2AF1,24132290,WES,multiple,pan-cancer_adult,MuSiC,pan-cancer_adult
7307,U2AF1,24390350,WES,multiple,pan-cancer_adult,MutSig,pan-cancer_adult
7307,U2AF1,29489755,WGS-WES-RNAseq,multiple,pan-cancer_paediatric,GRIN,pan-cancer_paediatric
7307,U2AF1,27063598,WES-gene panel,blood,acute_promyelocytic_leukemia,Recurrence-based,LAML
7307,U2AF1,26648538,WGS-Gene panel,blood,chronic_myelomonocytic_leukemia,Recurrence-based,LAML
7307,U2AF1,26908133,WGS-WES,blood,chronic_myelomonocytic_leukemia,DrGap,LAML
7307,U2AF1,23539594,Known Cancer,multiple,-,-,—
7307,U2AF1,21909114,WES,blood,myelodysplasia,Recurrence-based,
7314,UBB,21499247,WES,skin,melanoma,Paper-specific,SKCM
7319,UBE2A,22343534,WES,blood,diffuse_large_B-cell_lymphoma,MutSig,DLBC
7321,UBE2D1,21499247,WES,skin,melanoma,Paper-specific,SKCM
7365,UGT2B10,21499247,WES,skin,melanoma,Paper-specific,SKCM
7373,COL14A1,25855536,WES,pancreas,pancreatic_ductal_adenocarcinoma,MutSig,PAAD
7399,USH2A,23000897,WES,breast,breast_cancer,MuSiC,BRCA
7399,USH2A,23636398,WES,uterus,endometrial_cancer,MuSiC,UCEC
7399,USH2A,25576899,WES-gene panel,thyroid,anaplastic_thyroid_carcinoma,Recurrence-based,THCA
7399,USH2A,21798893,WES,head_and_neck,squamous_head_and_neck_cancer,MutSig,HNSC
7399,USH2A,22156295,WES,pancreas,pancreatic_ductal_adenocarcinoma,Recurrence-based,PAAD
7403,KDM6A,26909576,WGS,pancreas,pancreatic_cancer_(all_histologies),HOTNET2,PAAD
7403,KDM6A,29625053,WES,multiple,pan-cancer_adult,PanSoftWare,pan-cancer_adult
7403,KDM6A,22610119,WES,prostate,prostate_cancer,MutSig,PRAD
7403,KDM6A,24633157,WGS-WES-Gene panel,soft_tissue,angiosarcoma,Greenman-based,SARC
7403,KDM6A,27158780,WES,lung,lung_cancer_(all_histologies),MutSig,LUAD
7403,KDM6A,24476821,WES,bladder,bladder_cancer,MutSig,BLCA
7403,KDM6A,28548104,WGS,esophagus,esophageal_squamous_carcinoma,MutSig,ESCA
7403,KDM6A,20054297,Gene panel,kidney,clear_cell_renal_cancer,Greenman-based,KIRC
7403,KDM6A,23263491,WES,blood,acute_lymphoblastic_leukemia,MuSiC,DLBC
7403,KDM6A,14993899,Known Cancer,multiple,-,-,—
7403,KDM6A,25151357,WES,esophagus,esophageal_squamous_carcinoma,MutSig,ESCA
7403,KDM6A,26804919,WES,small_intestine,ampullary_adenocarcinoma,MutSig,
7403,KDM6A,29489754,WGS-WES,multiple,pan-cancer_paediatric,MuSiC,pan-cancer_paediatric
7403,KDM6A,21822268,WES,bladder,bladder_cancer,Wood-based,BLCA
7403,KDM6A,24121792,WES,bladder,bladder_cancer,Wood-based,BLCA
7403,KDM6A,22832583,WGS-WES,brain,medulloblastoma,MutSig,
7403,KDM6A,24908143,Gene panel,soft_tissue,soft_tissue_sarcoma,Recurrence-based,SARC
7403,KDM6A,24132290,WES,multiple,pan-cancer_adult,MuSiC,pan-cancer_adult
7403,KDM6A,26437031,WGS-WES-Gene panel,blood,T-cell_leukemia/lymphoma,MutSig,DLBC
7403,KDM6A,24390350,WES,multiple,pan-cancer_adult,MutSig,pan-cancer_adult
7403,KDM6A,25501392,WES,multiple,pan-cancer_adult,HOTNET2,pan-cancer_adult
7403,KDM6A,24686850,WES,esophagus,esophageal_squamous_carcinoma,MutSig,ESCA
7403,KDM6A,29489755,WGS-WES-RNAseq,multiple,pan-cancer_paediatric,GRIN,pan-cancer_paediatric
7403,KDM6A,27135926,WGS,breast,breast_cancer,Paper-specific,BRCA
7403,KDM6A,27161491,Gene panel,breast,breast_cancer,Recurrence-based,BRCA
7403,KDM6A,22820256,WES,brain,medulloblastoma,MutSig,
7403,KDM6A,28988769,WES,bladder,bladder_cancer,MutSig,BLCA
7403,KDM6A,22722829,WGS,brain,medulloblastoma,MuSiC,
7403,KDM6A,26000489,WES,prostate,prostate_cancer,MutSig,PRAD
7403,KDM6A,26536169,WES,kidney,papillary_renal_cell_carcinoma,MutSig,KIRP
7403,KDM6A,28551381,WES-gene panel,colorectal,colorectal_adenocarcinoma,Recurrence-based,COAD
7403,KDM6A,23539594,Known Cancer,multiple,-,-,—
7403,KDM6A,25719666,WGS,pancreas,pancreatic_ductal_adenocarcinoma,MutSig,PAAD
7403,KDM6A,26939876,Gene panel,breast,triple_negative_breast_cancer,Recurrence-based,BRCA
7403,KDM6A,26625313,WES,bladder,bladder_cancer,MutSig,BLCA
7409,VAV1,14993899,Known Cancer,multiple,-,-,—
7409,VAV1,26437031,WGS-WES-Gene panel,blood,T-cell_leukemia/lymphoma,MutSig,DLBC
7409,VAV1,26258847,WES-gene panel,blood,cutaneous_T_cell_lymphoma,Recurrence-based,DLBC
7428,VHL,29625053,WES,multiple,pan-cancer_adult,PanSoftWare,pan-cancer_adult
7428,VHL,23792563,WES,kidney,clear_cell_renal_cancer,MutSig,KIRC
7428,VHL,26947078,WES,kidney,renal_cancer_(all_histologies),MutSig,KIPAN
7428,VHL,14993899,Known Cancer,multiple,-,-,—
7428,VHL,22397650,WES,kidney,clear_cell_renal_cancer,Literature-based,KIRC
7428,VHL,22138691,WES,kidney,clear_cell_renal_cancer,Wood-based,KIRC
7428,VHL,24132290,WES,multiple,pan-cancer_adult,MuSiC,pan-cancer_adult
7428,VHL,24390350,WES,multiple,pan-cancer_adult,MutSig,pan-cancer_adult
7428,VHL,22683710,WGS,kidney,clear_cell_renal_cancer,Paper-specific,KIRC
7428,VHL,25351205,WGS-WES,kidney,clear_cell_renal_cancer,MuSiC,KIRC
7428,VHL,23539594,Known Cancer,multiple,-,-,—
7428,VHL,22158988,WES,pancreas,pancreatic_neoplastic_cysts,Recurrence-based,PAAD
7430,EZR,14993899,Known Cancer,multiple,-,-,—
7430,EZR,24390350,WES,multiple,pan-cancer_adult,MutSig,pan-cancer_adult
7450,VWF,22156295,WES,pancreas,pancreatic_ductal_adenocarcinoma,Recurrence-based,PAAD
7454,WAS,14993899,Known Cancer,multiple,-,-,—
7455,ZAN,18772397,WES,pancreas,pancreatic_ductal_adenocarcinoma,Wood-based,PAAD
7461,CLIP2,25501392,WES,multiple,pan-cancer_adult,HOTNET2,pan-cancer_adult
7468,NSD2,29625053,WES,multiple,pan-cancer_adult,PanSoftWare,pan-cancer_adult
7468,NSD2,14993899,Known Cancer,multiple,-,-,—
7468,NSD2,29489755,WGS-WES-RNAseq,multiple,pan-cancer_paediatric,GRIN,pan-cancer_paediatric
7468,NSD2,25961940,WGS-WES,blood,acute_lymphoblastic_leukemia,MutSig,DLBC
7472,WNT2,24120142,WES,brain,glioblastoma,InVEx,GBM
7486,WRN,14993899,Known Cancer,multiple,-,-,—
7486,WRN,26632267,WES-gene panel,bone,osteosarcoma,Recurrence-based,SARC
7490,WT1,29625053,WES,multiple,pan-cancer_adult,PanSoftWare,pan-cancer_adult
7490,WT1,23634996,WGS-WES,blood,acute_myeloid_leukemia,MuSiC,LAML
7490,WT1,23263491,WES,blood,acute_lymphoblastic_leukemia,MuSiC,DLBC
7490,WT1,22976956,Gene panel,blood,acute_myeloid_leukemia,Recurrence-based,LAML
7490,WT1,14993899,Known Cancer,multiple,-,-,—
7490,WT1,29489754,WGS-WES,multiple,pan-cancer_paediatric,MuSiC,pan-cancer_paediatric
7490,WT1,24132290,WES,multiple,pan-cancer_adult,MuSiC,pan-cancer_adult
7490,WT1,24390350,WES,multiple,pan-cancer_adult,MutSig,pan-cancer_adult
7490,WT1,25501392,WES,multiple,pan-cancer_adult,HOTNET2,pan-cancer_adult
7490,WT1,29489755,WGS-WES-RNAseq,multiple,pan-cancer_paediatric,GRIN,pan-cancer_paediatric
7490,WT1,27063598,WES-gene panel,blood,acute_promyelocytic_leukemia,Recurrence-based,LAML
7490,WT1,23539594,Known Cancer,multiple,-,-,—
7490,WT1,26939876,Gene panel,breast,triple_negative_breast_cancer,Recurrence-based,BRCA
7490,WT1,22817890,WGS,blood,acute_myeloid_leukemia,Recurrence-based,LAML
7494,XBP1,25730765,WGS,blood,acute_lymphocytic_leukemia,Recurrence-based,DLBC
7494,XBP1,29489755,WGS-WES-RNAseq,multiple,pan-cancer_paediatric,GRIN,pan-cancer_paediatric
7494,XBP1,27135926,WGS,breast,breast_cancer,Paper-specific,BRCA
7507,XPA,14993899,Known Cancer,multiple,-,-,—
7508,XPC,14993899,Known Cancer,multiple,-,-,—
7512,XPNPEP2,22941188,WES,lung,small_cell_lung_cancer,MuSiC,LUAD
7514,XPO1,29625053,WES,multiple,pan-cancer_adult,PanSoftWare,pan-cancer_adult
7514,XPO1,14993899,Known Cancer,multiple,-,-,—
7514,XPO1,23415222,WES,blood,chronic_lymphocytic_leukemia,MutSig,DLBC
7514,XPO1,26466571,WES,blood,chronic_lymphocytic_leukemia,MutSig,DLBC
7514,XPO1,24390350,WES,multiple,pan-cancer_adult,MutSig,pan-cancer_adult
7514,XPO1,21642962,WGS,blood,chronic_lymphocytic_leukemia,Recurrence-based,DLBC
7514,XPO1,22158541,WES,blood,chronic_lymphocytic_leukemia,Recurrence-based,DLBC
7531,YWHAE,14993899,Known Cancer,multiple,-,-,—
7536,SF1,29625053,WES,multiple,pan-cancer_adult,PanSoftWare,pan-cancer_adult
7536,SF1,28988769,WES,bladder,bladder_cancer,MutSig,BLCA
7543,ZFX,26091043,WES,skin,melanoma,InVEx,SKCM
7545,ZIC1,29489754,WGS-WES,multiple,pan-cancer_paediatric,MuSiC,pan-cancer_paediatric
7547,ZIC3,22634756,WGS,hepatobiliary,hepatocellular_carcinoma,Paper-specific,LIHC
7555,CNBP,14993899,Known Cancer,multiple,-,-,—
7576,ZNF28,26451490,WES,breast,breast_cancer,MutSig,BRCA
7652,ZNF99,24120142,WES,brain,glioblastoma,InVEx,GBM
7681,MKRN3,20668451,Gene panel,lung,lung_cancer_(all_histologies),Wood-based,LUAD
7692,ZNF133,29625053,WES,multiple,pan-cancer_adult,PanSoftWare,pan-cancer_adult
7704,ZBTB16,14993899,Known Cancer,multiple,-,-,—
7704,ZBTB16,26000489,WES,prostate,prostate_cancer,MutSig,PRAD
7716,VEZF1,24132290,WES,multiple,pan-cancer_adult,MuSiC,pan-cancer_adult
7733,ZNF180,24390350,WES,multiple,pan-cancer_adult,MutSig,pan-cancer_adult
7750,ZMYM2,29625053,WES,multiple,pan-cancer_adult,PanSoftWare,pan-cancer_adult
7750,ZMYM2,14993899,Known Cancer,multiple,-,-,—
7750,ZMYM2,20668451,Gene panel,lung,lung_cancer_(all_histologies),Wood-based,LUAD
7750,ZMYM2,24413735,WES,blood,acute_lymphoblastic_leukemia,Greenman-based,DLBC
7757,ZNF208,22895193,WES,colorectal,colorectal_adenocarcinoma,Wood-based,COAD
7764,ZNF217,29489755,WGS-WES-RNAseq,multiple,pan-cancer_paediatric,GRIN,pan-cancer_paediatric
7764,ZNF217,27135926,WGS,breast,breast_cancer,Paper-specific,BRCA
7769,ZNF226,22634756,WGS,hepatobiliary,hepatocellular_carcinoma,Paper-specific,LIHC
7770,ZNF227,25501392,WES,multiple,pan-cancer_adult,HOTNET2,pan-cancer_adult
7786,MAP3K12,26121086,WES,brain,neuroblastoma,Recurrence-based,
7799,PRDM2,14993899,Known Cancer,multiple,-,-,—
7799,PRDM2,25501392,WES,multiple,pan-cancer_adult,HOTNET2,pan-cancer_adult
7799,PRDM2,27270107,WES,brain,glioblastoma,MutComFocal,GBM
7799,PRDM2,26625313,WES,bladder,bladder_cancer,MutSig,BLCA
7812,CSDE1,29625053,WES,multiple,pan-cancer_adult,PanSoftWare,pan-cancer_adult
7812,CSDE1,23636398,WES,uterus,endometrial_cancer,MuSiC,UCEC
7812,CSDE1,28162975,WES,adrenal_gland,pheochromocytoma,,PCPG
7832,BTG2,29625053,WES,multiple,pan-cancer_adult,PanSoftWare,pan-cancer_adult
7832,BTG2,24476821,WES,bladder,bladder_cancer,MutSig,BLCA
7832,BTG2,28064239,WES,blood,follicular_lymphoma,MuSiC,DLBC
7832,BTG2,28479318,WES-gene panel,blood,cutaneous_DLBCL,MuSiC,DLBC
